XX	I loved the tray that came with my Nesco Dehydrator so much ; I had to have four more ! I buy a lot of fruit for my kids to eat , and I used to throw away a lot of fruit that would over ripen before they could eat it all (especially bananas ) . Once I got my dehydrator , I started making Fruit Leathers with the leftovers . my kids actually preferred it to the fresh fruit ! All I do is remove the peel from any fruit that is past its peak , throw it in the food processor , liquefy it , scoop it onto the Clean-A-Screen Tray and place it in the dehydrator . When it is dry I take the tray out- and give it to my kids to peel and place in airtight bags - they usually eat it all and never put any in bags ! I have even used it as " treat when you finish your homework ! " Can you believe that - they are eating fruit with no sugar added and think it is a special treat ! AWESOME! ! ! !
XX	I have no problems with the Foodsaver rolls ... those seem to work flawlessly . These pre-made bags , however , have been next to worthless . Perhaps I just received a bad batch but only about one out of every 5 bag will even begin to evacuate much less hold a seal . Those that do evacuate typical lose their seals after a while . I 'm sticking with the rolls from now on . One positive is that I can use the box these came in to store bags I 've made from the rolls for later reuse . Other than that , these bags have been frustrating in the extreme !
XX	I love this mixer . It is SOOO powerful ! I got one for my mother-in-law too .
XX	I have used the Hamilton Beach 05910 Humidifier for several years . The filters last a long time providing you use them as directed . I have been very satisfied with this product and with Amazon 's price and timely delivery .
XX	This humidifier is loud , the white noise could be soothing to some , but annoying for other people . The reason I am rating this with a 2 because it leaked a HUGE puddle of water the second night I used it . I returned this humidifier and went with theFuijitronic FB-602 Ultrasonic Humidifier with Built-in Ionizer and have n't had a single problem . Our toddler also loves the little bear design .
XX	Excellent product as far as portability . Love the wall mount feature , long cords also making using it an ease . Suction tube is too narrow and is susceptible to clogging . Otherwise an excellent product .
XX	This product was smaller than I had antisipated and the lid does n't fit as securely as other 's I have . One thing I do n't like about it is there are no type of handles and makes it very difficult and dangerous when removing from the oven when it is extremely hot .
XX	I , too , was hesitant about spending this much $ $ to make milkshakes ; however , the kids love to make shakes and the standard blender is hard for them to clean ( not to mention the sharp blades ) . After our first use , my 15-year-old son said that he was "Ecstatic ! " . Anyone with teenagers knows how hard it is to achieve an emotional response--normally I get a monosyllabic grunt .
XX	This company keeps making the containers full knowing that they will crack on the bottom . Some legal action needs to be taken against this fraud . Do n't buy anything from them
XX	I know many of you seen reviews about this product leaking , thats all bogus this is a great product . First of all the lid is so tight it took me like 5 minutes just to get it on , from time i saw that i knew it was n't going to leak i use it to mix my protein shakes and those little blades help to break all the clumps . So if you guys looking for a good protein shaker this is the one .
XX	When I ordered this item , it never stated that it worked with a mixer . Well I do not have the mixer that goes with this ice cream maker . It did not come this all items that it stated it came with . I think it would work fine if you had the mixer that worked with it . I also think the item has been used before .<br>Thank you<br>Michael A. Velto
XX	The Dirt Devil Vaccuum Cleaner bags arrived in excellent condition . I was happy to get them as I have n't been able to find them in the local stores . Thanks for the prompt order .
XX	I needed a little hand mixer for the little jobs and this does the little jobs well ! I use the kitchen aid for mixing cookies and other types of dough .
XX	The reviews are exactly as it is . If you are noise sensitive there are models that are better out there . This has a nice look but makes a high pitch noise . Other small fridges have a lower noise level . Beware if noise is a concern . Its not so loud as it is a high pitch .
XX	and have been more than happy with it . It is , I think , the low end of the Kitchenaid mixers , much like the classic . But I also think , from all the reviews I have read that this one will out do and out last the pricier and admittedly prettier Artisian series . I am not an uber baker , so I cannot say how long this would last if I baked everyday . With a little care I think a long time . The directions are very clear about what speeds to use and what amount of specific flours that should be used to ensure that the motor can handle the work . I do make more bread now than I used to , the ease of letting the mixer knead for 10 minutes while I am free to do other things in the kitchen is wonderful . Also for those big holiday meals this takes the work out of everything from baking to mashing potatos . Highly recomended .
XX	I recieved this product wrapped in newspaper , and it smelled . Beware if not purchasing from amazon.com . I also purchased the three layer flat filter from amazon - arrived perfectly .
XX	This is my first immersion blender , but I am impressed with its capabilities so far . I do like the multi-speed options and it seems to be a sturdy little instrument . The packaging , however , is a crime against the earth ! ! I would never have bought it , had I known that it came sandwiched between two huge nonbiodegradeable slabs of styrofoam . This aspect of the product seriously brings down its star rating in my book . Amazon , you too , put on an offensive packaging show . The KitchenAid box was packed in a huge box , many times larger than the purchased product , and stuffed with non-recyclable plastic . :(
XX	I followed the advice of others who reviewed this product in much greater detail ( thank you guys ) . Was going to buy a Dyson - think I saved a lot of money !
XX	I 'm a big fan of upright cordless vacuums for daily pickup of dog hair and dust bunnies on our tile and wood floors . These guys ca n't replace the power of a regular corded vac on carpets but are nice to have around for easy inbetween jobs on hard surfaces . After our old Eureka Boss died which we absolutely loved after a long life , we found they 're not made anymore so decided to try this one . It 's more powerful than the usual cordless uprights but is a pain to use . It shuts off if stood upright ( it 's supposed to ) and is very heavy to manouver around or get up and down a stair or two . The cannister fills up quickly . On the plus side , it 's better on rugs and carpets than the usual uprights . Not great , but good enough . For us , it 's not practical as one of the beauties of having a cordless is that the kids can help out with some easy vacuuming or I just whizz around for a quick pick-up . This model is too heavy for my children ( 8 & 11 ) to move from room to room where there are 2 stairs and they bang it on my hardwood floor accidentally as they try to lift it . It 's also too heavy for me as I have to be careful of my back . This model will be relegated to our basement which is just one big open area as I search for another lighter weight model . If my back was stronger , we had less furniture to manouver around , no steps , and more storage space for housing the big charger and big vacuum , I might like this model . But as such , it 's just not a very convenient tool to use in our house for a quick clean except in our open floored basement . I 've given it 3 stars as the suction is better than the usual cordless uprights . We have another new one at the office ( different brand to this ) and that one is pretty useless . The wand is a nice touch too for when you need it . But otherwise , too heavy and cumbersome for our type of house . And the automatic switch offs are a pain when you just want to whizz through the house quickly .
XX	This Hoover Floormate gets the job done , however if you have a larger hardwood/tile floor surface I would suggest spending more on the floormate with rotating brushes . Mine is over two years old and still works great but do plan on upgrading soon . No problems at all with it . Just need to change the filter every few months .
XX	I have purchased many humidifiers over the last 10-15 years as I have chronic sinus problems that are exacerbated by dry winter air . As you research the ratings of these appliances - you see that ALL models from ALL brands have glaring problems in their designs . I like the styling and feature set of the Bionaire brand - I have purchased 3 in total ... the model I liked best is no longer made - but i thought i would give these a try ----- If you have even remotely hard water and if you do n't want to be constantly replacing MOLDY wicking elements ----avoid this style of humidifier technology . They are terrible . And it is not Bionaire 's fault - all brands fall prey to the fundamental flaw of this approach to humidity . A wad of paper soaking in water all day/all night . It 's a shame because the Galileo remote hygrometer/control unit is very well thought out and the looks of these units are great . It 's just that wicking humidifiers are fundamentally the wrong approach . So until somebody make a wick that is impervious to both mineral deposits AND mold/mildew ... do n't waste your money . I liked my old warm mist Bionaire and I am considering one again . There is still a scale problem there , but it seems the least annoying of all the humidifier technologies in terms of performance , maintenance and byproducts like mold , white dust or scale . As for Bionaire - I feel there products are well built , smartly designed , attractive , acceptably quiet , and built to last a long time . I just do n't find the wick approach to be at all intelligent . too bad - maybe another model . Will let you know .
XX	In my handyman business , a small powerfull vac is a must . I 've had several Dirt Devils , tried Oreck 's Power Brush , and sent it back , because it , like the Dirt Devil handhelds are toys ; their motors are wimpy . After trying the Vac n' Blo , I finally found a vac that is n't a toy , yet it 's so quiet , you do n't think it 's going to have good suction , but it does - enough to run the optional power rug brush , which the Dirt Devil could n't do without a belt powered by the motor . Why less than perfect ? No attachment storage , and wheels would help , but they make you pay extra for that . But in the end , if you want a compact vac that 's not a wimp , this baby is for you .
XX	Just wanted to warn folks that Amazon 's dimensions info is incorrect . Do not go by their 10 " x 9 " description , as this top is considerably smaller . I 'm thinking these are the dimensions for the 2-1/2 quart version . Other than that , the top is perfectly fine and it 's nice that replacements are available .
XX	The product is fine . What I was impressed with was Amazon 's response when the product initially arrived in about 5 pieces . Using the online site I was able to get a replacement sent almost immediately at no cost . I am very appreciative of such a service-oriented company .
XX	Where do you get wicks ? I 've been looking all over and Amazon does n't even stock it ... Makes it kind of useless after a while ...
XX	I bought a 12 cup , two 8 cup , and 4 two cup Anchor Hocking glass storage containers . They would be terrific if the lids/containers were level . Instead , the lids teeter-totter on top of the containers , on some as much as 1/4" . Some are better than others , but none of them fit right . I will not purchase another Anchor Hocking product that is made in China ( like these were ) and/or without being able to examine them in person first .
XX	If you run this item on high for 4-5 hours & stick your nose up to the vent you MAY detect a odor of menthol ....maybe .
XX	Have had previous versions due to its great suction/cleaning . Have 2 dogs and 2 todlers/babies , with one of them alergic to dog hair , thus need great cleaning . This provides . Prior versions had issues with durability in the hose connections and had replaced several times due to wearing out as you disconnect and reconnect often for using tools . This one has a telescoping wand with a singular release and seems much more durable in the above problem area . Only negative is that it lost a feture where you could turn down the suction by letting other air in and without this it makes doing things like drapes or small rugs much harder .
XX	I 've used non-stick cookware for many years , including Calphalon 's three top brands and this is the BEST.
XX	This humidifier is completly over priced ( no matter where you purchase ) . On the lowest setting , you are supposed to get 24 hours , but you get 12 at best . It 's also obnoxiously loud . Yes , it humidifies the room , but there are plently of other humidifers out there that are worth the $ you pay for them . I should have done my research before purchasing this one .
XX	This completely revised and fully updated second edition of Mayo Clinic On Managing Diabetes : How To Prevent , Control And Live With Diabetes is drawn from the collective studies of the Mayo Clinic studies on diabetes prevention and care . Offering readers a complete and thorough understanding of diabetes , Mayo Clinic On Managing Diabetes includes in-depth research information on the pre-diabetes stage ; the latest guidelines for testing blood sugar ; selecting and using a glucose monitor ; the value of health checkups ; advances in insulin delivery ; new medications for diabetes ; the latest on transplantation ; tips to achieve a healthier weight ; advice for enjoying healthier foods ; safe exercise strategies ; avoiding serious complications arising from diabetes ; reducing the risk of heart and blood vessel disease ; recognizing and responding to diabetic emergencies ; sexual issues for both men and women with diabetes ; and unique issues for children with diabetes . Mayo Clinic On Managing Diabetes is very strongly recommended for all readers concerned with diabetes and searching for a comprehensive guide to its prevention , as well as for parents wishing to aide their children in prevention of juvenile diabetes .
XX	It is one of the good book I read eventhough the writer used more technical words that may not be easy for lay man .
XX	really well thought out book , explaining the different training zones inherent in our physiology and how they relate to practical methods of utilizing them to train better and understand the need for recovery and useful training levels .
XX	This book is wonderfully informative , plus it has so many full-color reproductions--the type of terrific catalog that inspires one to stroke its pages with a sense of seduction ( works in my mind ! ) .
XX	Not very memorable , honestly , even though I 'm a staunch liberal myself . Pick it up if you want a bit of light reading that agrees with your political views , but if that 's not your cup of tea , you may want to pass on this .
XX	Though not as good a book as the author 's " Imperial Grunts " this sequel is a very well-done work . As in the previous book , Kaplan visits U.S. military outposts , large and small , around the world , describing the quiet and usually effective efforts our elite troops are executing to keep peace and prepare , if necessary , for war . As another reviewer noted , this is primarily a military travelogue and Kaplan , who I believe is one of the premier travel writers of this or any other time , winnows out the fascinating and the exotic as he writes about the various U.S. posts and the troops who man them . Some of the chapters are very compelling , such as the one describing the "pilots " of the unmanned Predators , the one describing the B-2 bomber pilots , the submarine crews , the green berets and so on . All in all , a fine account of today 's military culture and the many ways we are waging -- overtly and covertly -- the Global War on Terrorism and wars to come .
XX	I learned a great deal from this book . I knew much about the internment of Japanese-Americans during World War II--I learned much more . I also knew a lot about WWII combat in Europe--I learned much more . I did not know much about the 442nd Regimental Combat Team . It should not be a surprise that I learned much about it , but , as I said , I learned many other things too . I doubted some of the facts presented , but I checked the most important one and found that it is true--21 Japanese-Americans were awarded Medals of Honor from World War II action . Because that fact was correct , I did not check most of the others . I am an old artilleryman . I had never before read of units being resupplied with critical supplies ( morphine and other drugs , small arms ammo ) via artillery fire . I am still amazed by this , but until I can disprove it , I must believe ( and admire ) it . I did not give a five star rating because of the long description at the end of the book where the author brings in many different ways to prove the incompetence of government and military leaders in creating the internments . Some of this was interesting and worthy , but most had been well-demonstrated by that point in the book . I am a better person for having read this book .
XX	This is great if you want to get together with friends and ask question the questions are not extremely hard it just take logical thinking , it seems easy but some of it can really confuse you . So it 's a buy , and very cheap now .
XX	It was great to be able to come across this old classic again ; I guess most people of today have never heard of this book , which was one of a series , like the Bobbsey Twins ...my mom used to read this 5 Little Peppers book to me when I was little . It is an excellent book for children because it gives them an idea of the way people lived a century ago . Buy it ! Your young ones will like it !
XX	This book was as interesting as always . Mary Higgins clark is a great writer and her books have not disappointed me yet .
XX	This is an interesting book I 'd found at the library , and ordered it on Amazon as soon as I could . It tells four different stories per page , and you have to figure out which story goes where , and when each one starts and ends , and how they 're all connected somehow . I really like this one more than the children do . It 's too illogical for most of them . I find that I can follow the connection between the stories better with each reading . It is one of my 10 favorite children 's books of all time .
XX	A year ago I was asked by a manager to learn basic T-SQL. Primarily joins . I bought a shelf full of books including some in a series designed for "dumb " folk . I struggled trying to understand the vernacular in all of them and grew frustrated because I was n't able to find a single book that took me from " square one " . Without exception , all other books I saw were written to an audience with previous exposure to SQL. Then I read the introduction to this book and saw myself reflected there . Someone else who started one day not knowing anything beyond the fact that something called SQL was out there . This book provides a simple path to follow , written in terms easy to understand and based on sequential levels of learning . Working through each lab takes you from the basic " select * " statement to robust code , helping you understand the logic as you progress . I have finally found a book for the true novice . A book where I feel , " Okay , I can do this . " Instead of , " What ? " The only thing better than working through the book is taking the class with the author as your instructor .
XX	What Really Causes AIDS is a blueprint for preventing AIDS , based on a new model of how HIV-1 causes this disease . This is a plan for stopping the AIDS pandemic.<p>Dr. Foster pretty much demolishes the HIV/AIDS establishment by calling out , " Ladies and Gentlemen , please bark up *this* tree instead . "<p>Highly recommended . See also Dr. Foster 's What Really Causes Schizophrenia .
XX	I really enjoyed this 2nd helping of chicken soup . Every story reaches out to you and you can relate closely to so many . In fact , one story in particular was very , very touching . It made both my husband and me cry . It was a story about a dog that meant alot to a woman and her experiences with that dog and then the sad end to the dog 's life . Well , it just so happened that I read that story to my husband on the eve of our one year anniversary of losing our family dog of thirteen years . It was so like our experience that it sent a shiver down your spine and finally we both cried . It was as if our dog was saying hi to us in his own way , that we had n't forgotten him . Anyways , I love all the stories in your books . I 've read Chicken Soup and now a 2nd helping . So , now I am reading Chicken Soup for the Pet Lover 's Soul . I ca n't wait to read them all ! ! Thank you soooooo much for these wonderful books to read .
XX	The title says it all : Can you stand to be blessed ? T.D. Jakes tells about going through " the storm " and how to overcome it with faith . If you 're going through something and you do n't understand why , do n't see your way out of it , T.D. Jakes explains why we go through what we go through and reassures you there is light at the end of that long tunnel ...It 's God 's blessing ! Can YOU stand to be blessed ?
XX	Dragon Mountain has to be one of the BEST AD&D adventures ever to be made , together with Temple of Elemental Evil , Tomb of Horrors , Castle Greyhawk , and Desert of Desolation ! The adventure is divided into three parts , with each making use of its own respective booklet and set of maps . It deals with a whole mountain that used to be the home to clans of dwarves , but has now fallen under the control/command of an ancient , powerful and very evil Red Dragon and his kobold armies . The kobolds are divided into clans , with their own politics , alliances , and rivalries . Their vast network of spies , limitless intrigue , extensive use of traps and poison , and assortment of resident monsters , make up for a formidable adversary indeed , that will surely win you over if a good challenge is what you are looking for ! There seems to be no end to adventure whether inside or outside Dragon Mountain .<br>As a result , I have had endless hours of gaming enjoyment playing on material presented within the pages of this super-adventure !<br> In short , if you enjoy a good dungeon crawl that also requires a lot of planning beforehand , as well as getting involved in the world of clan politics and their web of intrigue and deceit , try and get your hands on a copy of Dragon Mountain . You 'll never see kobolds in the same light ever again ! Trust me !
XX	I 've found the 30-minute body relaxation exercise to be a great stress relief on my way to work or when lying in bed . Having listened to the CD regularly for the past few weeks , I am finding that it is making a profound difference in my ability to relax . I am so happy to discover that the "relaxation response " , the brain 's response to quiet meditation , is real , and actually reverses the effects of stress . It 's making a bigger difference than I would have imagined . Having experienced increasing stress over the past year , I am so grateful and relieved to find something that helps . Many thanks to the author for her peaceful voice and healing images .
XX	Prostate problems ? Start here ! This book covers it all , from prostate cancer to beneign . It even covers prostate congestion - a subject other books seem to ignore . This book , plus my urologist [he recommended the book ] helped me with my problem which after all the testing came back negative , turned out to be prostate congestion . Please read the book for solutions , advice etc . A must read which could save you a lot of discomfort or even pain .
XX	Take one lovely lady with extrasensory skills , add a wildly attractive alpha male detective , throw in a brutal serial killer and you have the makings of an interesting storyline . Author Linda Howard has a long history of creating original , often riveting , plots in the police procedural/paranormal genre( s ) . Marlie Keen is an "empath . " " She feels others ' emotions so much so that an ordinary drive on a crowded street could make her scream from frustration ...with all these feelings and thoughts bombarding her from every direction . " Marlie often discussed her paranormal abilities with her mentor and friend , Professor Sterling Ewell , head of the Institute of Parapsychology in Bolder CO. Marlie , an exceptionally sensitive "empath " had been tested since she was four years-old . As she got older , with the help of professionals like Professor Ewell , Marlie learned to "block transmissions " so she could function in society . Because she is so sensitive , Marlie has the ability , sometimes , to find people , those who are lost or have been abducted . Six years before this novel begins , there was a series of child kidnappings in Washington State , where Marlie lived . One child had been found dead and two were missing . The local sheriff asked for Marlie 's assistance . Just as she agreed to help , another little boy went missing . Unfortunately the denouement was lethal and traumatic beyond words , as the psycho targeted the psychic , as well as murdered the boy before her eyes . Marlie escaped with her life , barely . She retreated to the Institute of Parapsychology to recover , as much as she possibly could , but is left with recurring nightmares . They will probably never disappear completely , no matter how many years pass . Marlie eventually left the Institute to live in an isolated cabin in the Rockies . Much later , when she felt that she could function again , she moved to Orlando , Florida , the setting for " Dream Man . " She works in a quiet accounting office and keeps to herself , both professionally and socially . She believes that the trauma she suffered six years before had impacted her paranormal abilities in such a way , as to impair them altogether . Perhaps she no longer has the cursed second sight as she has not experienced psychic episodes since her tragic experience in Washington . Marlie actually feels good now , at peace with her daily routine ...until ... While driving home one night , Marlie experiences what feels like a powerful seizure . She is able to pull off the road before she loses consciousness . She experiences a violent murder , as seen through the killer 's eyes . A state trooper finds her in bad shape and follows her home , as she insists she can drive . She collapses inside her front door . Dane Hollister is a detective with the Orlando PD. Yep , he 's the alpha male Bigtime ! ! He is all business , a good cop but a real hard-nose , and he does n't believe in the tooth fairy , Santa Claus or psychics . Hollister is the chief investigator , along with his partner Alejandro Trammell , on the case of a sadistic serial killer - the one Marlie is linked to . When Marlie goes to the police to report her vision - she feels it is her responsibility to do so , even though she knows she is placing herself in an extremely vulnerable position - she is mocked by Detective Hollister , who not only thinks Marlie is a loonie , but thinks she might be a suspect in the case . Otherwise how else would she know the most minute detail of the crime scene ? There 's mega-chemistry between the two . And Hollister is both drawn to and repelled by Marlie . The sexual tension heightens between Marlie and Dane as does the pressure to catch the killer as he escalates the violence with each of his episodes . " Dream Man " is a paranormal thriller , filled with mystery and suspense . It is also an unusual love story . Included here is an issue involving betrayal , which caught me off-guard and left me thinking - something I usually do not do after reading a book of this kind . Since this is a genre novel , I highly recommend it to fans of this type of literature , and to Linda Howard fans in particular . She is at her best here ...well almost her best . Nothing can top " Son of the Morning , " my all time favorite ! ! Jana Perskie Son of the Morning
XX	I am a music therapist in Kansas City and also a mom to a 3 year old and 1 year old . This book gets as much use in the classroom as it does at home ! I teach special needs children ages 3-12 and I have used this book and the accompanying recording in all my classes . Several teachers have purchased the book themselves ! My own children love the songs and and the signs . I get frequent requests at school and at home for the Baby Sing and Sign !
XX	I bought this book for my daughter 's 5th birthday . She enjoys a variety of art forms in a variety of mediums yet she did not comprehend the fact that singing , dancing , banging on a drum , creating a collage , exploring play dough , creating a block structure , and "writing " are all forms of art . After reading this multicultural book , she has a better understanding of art . She now understands that art is more than crayons and paint . She now has a better understanding of creative expression across children of many cultures . The book is an "easy read " for parents and teachers yet can foster more in-depth conversations when needed . I will be sharing this book with my daughters preschool teachers .
XX	Hornby has already proven his mastery of the male ego in High Fidelity and About a Boy . In A Long Way Down he tackles the often taboo topic of suicide and nails it ! A Long Way Down is a work that is nearly impossible to create . At it 's core it 's a book centered around the issue of suicide and getting through life when life is absolutely miserable . However , the book is packed with realistic humor and is anything but depressing ! Hornby also does n't take the easy way out with any of his characters to create a "fairy tale " like book . It 's real , entertaining and all together surprisingly uplifting ! Read it !
XX	What a lousy book . After giving it three tries , I trashed it . The book did n't help me one bit in using VC++ . Coming from intermediate VB6 experience with experience in Win32 Perl programming and a rusty and casual knowledge of the C/C++ language , I was looking for a book that will teach me how to use VC++ IDE. What a waste of time . I hate books like these . You 're in , say , chapter ten and the example application you 're supposed to have done several chapters ago *with the stupid wizard* is needed . First , I do n't want to use the damn wizards . What ever happened to building applications from the ground up ? Anybody can use the wizard . But what about afterwards ? What if you do n't want to ? Second , I do n't care about what was taught several chapter 's ago . I want what 's in the present chapter of interest ! I want to build an interactive UI , like I can do with VB so easily . Perhaps going through ALL the chapters *in sequence* I would have learned *something* . If I were to do that , I might as well take a class instead . I tried the first five chapters in sequence and then tried to skip around and learned that this book [is n't for me] . Look for a another book if you 're the type who likes to use books like a reference guide . If you 're the type who reads cover to cover and do n't mind doing every example and exercise so you can continue onto future chapters , then this book is for you .
XX	This is a wonderful comprehensive book with sensible information based on medical research , presented in a reader friendly format. .
XX	A very good beginning encyclopedia of earth science . It is great for my ESOL students who need easy reading material .
XX	I recently purchased this book about a month ago , and I was very pleased with the quality of the photographs this book had . I was also surprised that some of the producers featured in the book had a lot smaller set ups than I imagined . So , it 's actually good for the up and comers , that are on a budget to see that , just because you do n't have million dollar equipment , does n't mean you ca n't make million dollar records . -David Grants .
XX	This amazing story is full of fasinating word pictures that transport the readers to Hawaii and feel like they were really there during a tsunami . The loss of Kimo 's granfather was heartbreaking , but readers will realize that they can survive the pain of such a loss and keep special memories .
XX	I was given a copy of this book for my birthday several years ago and spent hours pouring over its prose and its historical narratives . I never grow tired of this book . Credit for this work goes to its author who has accomplished the near to impossible - an engaging and personal history of Washington DC told through the destroyed architecture and the people behind the buildings and their creation . The illustrations are gorgeous , but its Goode 's way with worlds that allows the reader to lose themselves in the history of the buildings profiled . I would imagine that this type of book in the wrong hands would become an academic tome , dry and technical . Goode brings the people of the District to life for the reader , and compels the reader to look for more . If the book fails , it is in the lack of a comprehensive map of the whole District of Columbia . If you are not familiar with the streets and layout of the city ( itself genius ) then the book can be confusing . Ideally , I would suggest this as a gift to anyone interested in history , city planning , government or historical architecture .
XX	It came in quickly and we appreciate it .
XX	This book was called " Little Things Matter " when it was in hardcover . At any rate , I think many people overlook the fact that Brillstein was one of the most successful managers and producers in that snake pit called Hollywood , with a career spanning 50+ years . And he did n't have to be a prick to do it . He learned a lot along the way , and this book ( and his other - Where Did I Go Right ? : You 're No One In Hollywood Unless Someone Wants You Dead ! . ) are a concise sharing of the experiences . ( He passed away not long ago on August 7 , 2008 ) . Much of what he relates are useful in any business - I 'm a consultant , and saw many personal business experiences in his anecdotes - in fact , a few gave me some new insights on what I thought at the time were just rather odd situations . Like any memoir , it 's unique to the person and their times . But one has to wonder - was Brillstein the last of a generation ( mature , professional , not totally self-absorbed and with some principles ) - or did he set the example for another generation to follow ? He certainly put his signature on a lot of people . Food for thought .
